instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,tempkelvin,atemp,hum,heatindex,windspeed,casual,registered,cnt,logcnt
13812,2012-08-03,3,1,8,16,0,5,1,2,0.86,308.41,0.7879,0.41,0.68,0.2239,112,380,492,6.201
13813,2012-08-03,3,1,8,17,0,5,1,2,0.84,307.59,0.803,0.53,0.716,0.2836,95,646,741,6.609
13814,2012-08-03,3,1,8,18,0,5,1,2,0.82,306.77,0.803,0.59,0.728,0.2537,98,573,671,6.51
13815,2012-08-03,3,1,8,19,0,5,1,2,0.8,305.95,0.7879,0.63,0.732,0.2239,81,388,469,6.153
13816,2012-08-03,3,1,8,20,0,5,1,2,0.78,305.13,0.7576,0.66,0.732,0.2239,89,300,389,5.966
13817,2012-08-03,3,1,8,21,0,5,1,2,0.76,304.31,0.7273,0.66,0.72,0.194,54,224,278,5.631
13818,2012-08-03,3,1,8,22,0,5,1,1,0.76,304.31,0.7273,0.7,0.736,0.2537,46,156,202,5.313
13819,2012-08-03,3,1,8,23,0,5,1,1,0.74,303.49,0.7121,0.79,0.76,0.1343,26,170,196,5.283
13820,2012-08-04,3,1,8,0,0,6,0,1,0.74,303.49,0.7121,0.79,0.76,0.1642,24,137,161,5.088
13821,2012-08-04,3,1,8,1,0,6,0,1,0.72,302.67,0.7121,0.84,0.768,0.194,23,99,122,4.812
13822,2012-08-04,3,1,8,2,0,6,0,1,0.72,302.67,0.7121,0.84,0.768,0.1343,20,64,84,4.443
13823,2012-08-04,3,1,8,3,0,6,0,1,0.72,302.67,0.7121,0.84,0.768,0.1343,11,19,30,3.434
13824,2012-08-04,3,1,8,4,0,6,0,1,0.72,302.67,0.697,0.79,0.748,0.194,2,11,13,2.639
13825,2012-08-04,3,1,8,5,0,6,0,1,0.7,301.85,0.6667,0.84,0.756,0.2239,1,16,17,2.89
13826,2012-08-04,3,1,8,6,0,6,0,1,0.7,301.85,0.6667,0.84,0.756,0.2239,12,37,49,3.912
13827,2012-08-04,3,1,8,7,0,6,0,1,0.72,302.67,0.697,0.77,0.74,0.1642,18,49,67,4.22
13828,2012-08-04,3,1,8,8,0,6,0,1,0.74,303.49,0.7273,0.72,0.732,0.194,49,132,181,5.204
13829,2012-08-04,3,1,8,9,0,6,0,1,0.78,305.13,0.7576,0.65,0.728,0.2239,61,217,278,5.631
13830,2012-08-04,3,1,8,10,0,6,0,1,0.82,306.77,0.7727,0.57,0.72,0.194,108,288,396,5.984
13831,2012-08-04,3,1,8,11,0,6,0,1,0.86,308.41,0.803,0.47,0.704,0.2537,155,315,470,6.155
13832,2012-08-04,3,1,8,12,0,6,0,1,0.86,308.41,0.7879,0.4,0.676,0.3582,222,325,547,6.306
13833,2012-08-04,3,1,8,13,0,6,0,1,0.88,309.23,0.8182,0.42,0.696,0.2985,195,332,527,6.269
13834,2012-08-04,3,1,8,14,0,6,0,1,0.88,309.23,0.803,0.4,0.688,0.3881,183,289,472,6.159
13835,2012-08-04,3,1,8,15,0,6,0,1,0.88,309.23,0.8182,0.42,0.696,0.4179,205,284,489,6.194
13836,2012-08-04,3,1,8,16,0,6,0,1,0.9,310.05,0.8182,0.39,0.696,0.2985,197,253,450,6.111
13837,2012-08-04,3,1,8,17,0,6,0,1,0.88,309.23,0.7879,0.37,0.676,0.2985,179,313,492,6.201
13838,2012-08-04,3,1,8,18,0,6,0,1,0.86,308.41,0.7879,0.41,0.68,0.3284,169,321,490,6.196
13839,2012-08-04,3,1,8,19,0,6,0,1,0.82,306.77,0.7727,0.52,0.7,0.3582,133,264,397,5.986
13840,2012-08-04,3,1,8,20,0,6,0,1,0.82,306.77,0.7727,0.52,0.7,0.2985,117,195,312,5.746
13841,2012-08-04,3,1,8,21,0,6,0,1,0.8,305.95,0.7727,0.59,0.716,0.2537,96,193,289,5.67
13842,2012-08-04,3,1,8,22,0,6,0,1,0.76,304.31,0.7273,0.66,0.72,0.2836,104,165,269,5.598
13843,2012-08-04,3,1,8,23,0,6,0,1,0.76,304.31,0.7273,0.66,0.72,0.2985,61,161,222,5.407
13844,2012-08-05,3,1,8,0,0,0,0,1,0.74,303.49,0.697,0.7,0.724,0.2836,32,121,153,5.037
13845,2012-08-05,3,1,8,1,0,0,0,1,0.74,303.49,0.697,0.7,0.724,0.2537,8,79,87,4.477
13846,2012-08-05,3,1,8,2,0,0,0,1,0.74,303.49,0.697,0.7,0.724,0.2985,5,68,73,4.304
13847,2012-08-05,3,1,8,3,0,0,0,1,0.72,302.67,0.697,0.74,0.728,0.2537,9,32,41,3.738
13848,2012-08-05,3,1,8,4,0,0,0,1,0.72,302.67,0.697,0.74,0.728,0.2537,3,11,14,2.708
13849,2012-08-05,3,1,8,5,0,0,0,1,0.72,302.67,0.697,0.74,0.728,0.2537,1,18,19,2.996
13850,2012-08-05,3,1,8,6,0,0,0,1,0.72,302.67,0.697,0.79,0.748,0.2537,7,12,19,2.996
13851,2012-08-05,3,1,8,7,0,0,0,1,0.74,303.49,0.7121,0.74,0.74,0.2985,18,50,68,4.234
13852,2012-08-05,3,1,8,8,0,0,0,1,0.76,304.31,0.7273,0.66,0.72,0.3284,27,81,108,4.691
13853,2012-08-05,3,1,8,9,0,0,0,1,0.8,305.95,0.7727,0.59,0.716,0.3582,61,168,229,5.438
13854,2012-08-05,3,1,8,10,0,0,0,1,0.8,305.95,0.7727,0.59,0.716,0.4179,111,253,364,5.9
13855,2012-08-05,3,1,8,11,0,0,0,1,0.82,306.77,0.7879,0.56,0.716,0.4179,155,282,437,6.082
13856,2012-08-05,3,1,8,12,0,0,0,1,0.86,308.41,0.803,0.47,0.704,0.5224,161,330,491,6.198
13857,2012-08-05,3,1,8,13,0,0,0,1,0.88,309.23,0.8182,0.44,0.704,0.4627,208,315,523,6.261
13858,2012-08-05,3,1,8,14,0,0,0,1,0.9,310.05,0.8485,0.42,0.708,0.4627,161,365,526,6.267
13859,2012-08-05,3,1,8,15,0,0,0,1,0.9,310.05,0.8182,0.37,0.688,0.5224,164,286,450,6.111
13860,2012-08-05,3,1,8,16,0,0,0,1,0.82,306.77,0.7576,0.46,0.676,0.2537,143,278,421,6.045
13861,2012-08-05,3,1,8,17,0,0,0,1,0.82,306.77,0.7576,0.46,0.676,0.2537,122,260,382,5.948
13862,2012-08-05,3,1,8,18,0,0,0,3,0.7,301.85,0.6667,0.74,0.716,0.1343,75,154,229,5.438
13863,2012-08-05,3,1,8,19,0,0,0,1,0.7,301.85,0.6667,0.84,0.756,0.2239,46,139,185,5.226
13864,2012-08-05,3,1,8,20,0,0,0,1,0.7,301.85,0.6667,0.84,0.756,0.1045,53,140,193,5.268
13865,2012-08-05,3,1,8,21,0,0,0,1,0.72,302.67,0.697,0.79,0.748,0.1045,51,157,208,5.342
13866,2012-08-05,3,1,8,22,0,0,0,1,0.72,302.67,0.697,0.79,0.748,0.0896,57,100,157,5.063
13867,2012-08-05,3,1,8,23,0,0,0,2,0.72,302.67,0.697,0.79,0.748,0.1642,29,58,87,4.477
13868,2012-08-06,3,1,8,0,0,1,1,2,0.72,302.67,0.697,0.79,0.748,0.0,9,24,33,3.526
13869,2012-08-06,3,1,8,1,0,1,1,1,0.72,302.67,0.697,0.79,0.748,0.0896,1,10,11,2.485
13870,2012-08-06,3,1,8,2,0,1,1,2,0.72,302.67,0.697,0.79,0.748,0.1343,0,5,5,1.792
13871,2012-08-06,3,1,8,3,0,1,1,3,0.72,302.67,0.697,0.79,0.748,0.0896,0,5,5,1.792
13872,2012-08-06,3,1,8,4,0,1,1,2,0.72,302.67,0.697,0.74,0.728,0.1343,3,8,11,2.485
13873,2012-08-06,3,1,8,5,0,1,1,1,0.7,301.85,0.6667,0.79,0.736,0.194,2,23,25,3.258
13874,2012-08-06,3,1,8,6,0,1,1,2,0.7,301.85,0.6667,0.79,0.736,0.2239,4,137,141,4.956
13875,2012-08-06,3,1,8,7,0,1,1,3,0.72,302.67,0.6818,0.7,0.712,0.194,14,393,407,6.011
13876,2012-08-06,3,1,8,8,0,1,1,2,0.7,301.85,0.6667,0.79,0.736,0.0,27,578,605,6.407
13877,2012-08-06,3,1,8,9,0,1,1,3,0.7,301.85,0.6667,0.79,0.736,0.1642,28,248,276,5.624
13878,2012-08-06,3,1,8,10,0,1,1,1,0.74,303.49,0.697,0.7,0.724,0.2239,54,159,213,5.366
13879,2012-08-06,3,1,8,11,0,1,1,1,0.76,304.31,0.7273,0.66,0.72,0.1343,108,152,260,5.565
13880,2012-08-06,3,1,8,12,0,1,1,2,0.78,305.13,0.7273,0.55,0.688,0.0896,72,213,285,5.656
13881,2012-08-06,3,1,8,13,0,1,1,1,0.8,305.95,0.7424,0.49,0.676,0.2239,85,204,289,5.67
13882,2012-08-06,3,1,8,14,0,1,1,1,0.82,306.77,0.7576,0.46,0.676,0.0,99,188,287,5.663
13883,2012-08-06,3,1,8,15,0,1,1,1,0.82,306.77,0.7576,0.46,0.676,0.1343,91,183,274,5.617
13884,2012-08-06,3,1,8,16,0,1,1,1,0.84,307.59,0.7576,0.41,0.668,0.1045,88,363,451,6.114
13885,2012-08-06,3,1,8,17,0,1,1,1,0.82,306.77,0.7424,0.41,0.656,0.0,112,746,858,6.756
13886,2012-08-06,3,1,8,18,0,1,1,1,0.82,306.77,0.7424,0.41,0.656,0.1343,100,743,843,6.738
13887,2012-08-06,3,1,8,19,0,1,1,1,0.78,305.13,0.7424,0.59,0.704,0.194,109,531,640,6.463
13888,2012-08-06,3,1,8,20,0,1,1,1,0.76,304.31,0.7273,0.66,0.72,0.1642,89,368,457,6.127
13889,2012-08-06,3,1,8,21,0,1,1,1,0.74,303.49,0.697,0.7,0.724,0.194,72,245,317,5.762
13890,2012-08-06,3,1,8,22,0,1,1,1,0.74,303.49,0.697,0.7,0.724,0.0896,50,157,207,5.338
13891,2012-08-06,3,1,8,23,0,1,1,1,0.72,302.67,0.697,0.74,0.728,0.194,16,97,113,4.736
13892,2012-08-07,3,1,8,0,0,2,1,1,0.7,301.85,0.6667,0.84,0.756,0.194,15,32,47,3.871
13893,2012-08-07,3,1,8,1,0,2,1,1,0.7,301.85,0.6667,0.84,0.756,0.1343,2,16,18,2.944
13894,2012-08-07,3,1,8,2,0,2,1,1,0.7,301.85,0.6667,0.84,0.756,0.1343,6,7,13,2.639
13895,2012-08-07,3,1,8,3,0,2,1,1,0.7,301.85,0.6667,0.84,0.756,0.0,0,6,6,1.946
13896,2012-08-07,3,1,8,4,0,2,1,1,0.68,301.03,0.6364,0.83,0.74,0.1343,2,7,9,2.303
13897,2012-08-07,3,1,8,5,0,2,1,1,0.7,301.85,0.6667,0.79,0.736,0.1045,3,33,36,3.611
13898,2012-08-07,3,1,8,6,0,2,1,2,0.7,301.85,0.6667,0.79,0.736,0.194,3,176,179,5.193
13899,2012-08-07,3,1,8,7,0,2,1,2,0.7,301.85,0.6667,0.74,0.716,0.1343,21,481,502,6.221
13900,2012-08-07,3,1,8,8,0,2,1,2,0.7,301.85,0.6515,0.7,0.7,0.1642,41,664,705,6.56
13901,2012-08-07,3,1,8,9,0,2,1,2,0.7,301.85,0.6667,0.74,0.716,0.1343,44,283,327,5.793
13902,2012-08-07,3,1,8,10,0,2,1,2,0.74,303.49,0.697,0.7,0.724,0.1343,89,161,250,5.525
13903,2012-08-07,3,1,8,11,0,2,1,2,0.76,304.31,0.7273,0.66,0.72,0.0896,84,130,214,5.371
13904,2012-08-07,3,1,8,12,0,2,1,2,0.8,305.95,0.7576,0.55,0.7,0.1343,86,197,283,5.649
13905,2012-08-07,3,1,8,13,0,2,1,2,0.8,305.95,0.7424,0.52,0.688,0.194,68,185,253,5.537
13906,2012-08-07,3,1,8,14,0,2,1,2,0.82,306.77,0.7576,0.46,0.676,0.0,76,185,261,5.568
13907,2012-08-07,3,1,8,15,0,2,1,1,0.8,305.95,0.7424,0.52,0.688,0.0,100,206,306,5.727
13908,2012-08-07,3,1,8,16,0,2,1,3,0.76,304.31,0.7273,0.66,0.72,0.2836,101,344,445,6.1
13909,2012-08-07,3,1,8,17,0,2,1,2,0.78,305.13,0.7424,0.62,0.716,0.1343,125,743,868,6.767
13910,2012-08-07,3,1,8,18,0,2,1,2,0.76,304.31,0.7121,0.62,0.704,0.1642,103,711,814,6.703
13911,2012-08-07,3,1,8,19,0,2,1,2,0.76,304.31,0.7273,0.66,0.72,0.1045,104,506,610,6.415
13912,2012-08-07,3,1,8,20,0,2,1,2,0.74,303.49,0.697,0.7,0.724,0.1343,74,374,448,6.107
13913,2012-08-07,3,1,8,21,0,2,1,2,0.72,302.67,0.697,0.74,0.728,0.0,70,247,317,5.762
13914,2012-08-07,3,1,8,22,0,2,1,1,0.72,302.67,0.697,0.74,0.728,0.1045,43,181,224,5.416
13915,2012-08-07,3,1,8,23,0,2,1,1,0.72,302.67,0.697,0.79,0.748,0.0,18,120,138,4.934
13916,2012-08-08,3,1,8,0,0,3,1,1,0.7,301.85,0.6667,0.84,0.756,0.0,12,46,58,4.078
13917,2012-08-08,3,1,8,1,0,3,1,1,0.72,302.67,0.697,0.79,0.748,0.0,3,20,23,3.178
13918,2012-08-08,3,1,8,2,0,3,1,1,0.7,301.85,,0.84,0.756,0.0,1,5,6,1.946
13919,2012-08-08,3,1,8,3,0,3,1,1,0.7,301.85,0.6667,0.84,0.756,0.0,1,6,7,2.079
13920,2012-08-08,3,1,8,4,0,3,1,1,0.7,301.85,0.6667,0.84,0.756,0.0,1,6,7,2.079
13921,2012-08-08,3,1,8,5,0,3,1,2,0.68,301.03,0.6364,0.89,0.764,0.1642,3,40,43,3.784
13922,2012-08-08,3,1,8,6,0,3,1,2,0.7,301.85,0.6667,0.84,0.756,0.1642,4,169,173,5.159
13923,2012-08-08,3,1,8,7,0,3,1,2,0.7,301.85,0.6667,0.84,0.756,0.1642,24,458,482,6.18
13924,2012-08-08,3,1,8,8,0,3,1,2,0.74,303.49,0.7273,0.72,0.732,0.0896,48,689,737,6.604
13925,2012-08-08,3,1,8,9,0,3,1,2,0.76,304.31,0.7273,0.66,0.72,0.0,33,308,341,5.835
13926,2012-08-08,3,1,8,10,0,3,1,2,0.8,305.95,0.7424,0.52,0.688,0.1343,63,151,214,5.371
13927,2012-08-08,3,1,8,11,0,3,1,2,0.8,305.95,0.7424,0.52,0.688,0.0,80,159,239,5.481
13928,2012-08-08,3,1,8,12,0,3,1,2,0.8,305.95,0.7424,0.52,0.688,0.0,63,217,280,5.638
13929,2012-08-08,3,1,8,13,0,3,1,2,0.8,305.95,,0.52,0.688,0.0,101,212,313,5.749
13930,2012-08-08,3,1,8,14,0,3,1,2,0.8,305.95,0.7424,0.52,0.688,0.2537,63,173,236,5.468
13931,2012-08-08,3,1,8,15,0,3,1,2,0.84,307.59,0.7576,0.44,0.68,0.194,110,168,278,5.631
13932,2012-08-08,3,1,8,16,0,3,1,2,0.8,305.95,0.7424,0.49,0.676,0.2836,113,328,441,6.091
13933,2012-08-08,3,1,8,17,0,3,1,2,0.8,305.95,0.7576,0.55,0.7,0.2836,107,751,858,6.756
13934,2012-08-08,3,1,8,18,0,3,1,2,0.78,305.13,0.7273,0.55,0.688,0.1642,117,745,862,6.76
13935,2012-08-08,3,1,8,19,0,3,1,1,0.76,304.31,0.7273,0.66,0.72,0.2239,119,567,686,6.532
13936,2012-08-08,3,1,8,20,0,3,1,1,0.74,303.49,0.697,0.66,0.708,0.194,76,424,500,6.217
13937,2012-08-08,3,1,8,21,0,3,1,1,0.74,303.49,0.697,0.66,0.708,0.1045,70,311,381,5.945
13938,2012-08-08,3,1,8,22,0,3,1,1,0.72,302.67,0.697,0.74,0.728,0.1045,35,198,233,5.455
13939,2012-08-08,3,1,8,23,0,3,1,1,0.72,302.67,0.6818,0.7,0.712,0.1343,16,120,136,4.92
13940,2012-08-09,3,1,8,0,0,4,1,1,0.72,302.67,0.697,0.74,0.728,0.194,16,51,67,4.22
13941,2012-08-09,3,1,8,1,0,4,1,1,0.7,301.85,0.6667,0.79,0.736,0.1343,5,23,28,3.367
13942,2012-08-09,3,1,8,2,0,4,1,1,0.7,301.85,0.6667,0.84,0.756,0.0896,2,12,14,2.708
13943,2012-08-09,3,1,8,3,0,4,1,1,0.68,301.03,0.6364,0.83,0.74,0.0896,1,5,6,1.946
13944,2012-08-09,3,1,8,4,0,4,1,2,0.68,301.03,0.6364,0.89,0.764,0.1343,0,10,10,2.398
13945,2012-08-09,3,1,8,5,0,4,1,2,0.66,300.21,0.5909,0.94,0.772,0.0,4,37,41,3.738
13946,2012-08-09,3,1,8,6,0,4,1,1,0.66,300.21,0.6061,0.83,0.728,0.1642,5,162,167,5.124
13947,2012-08-09,3,1,8,7,0,4,1,2,0.7,301.85,0.6667,0.84,0.756,0.1642,24,451,475,6.165
13948,2012-08-09,3,1,8,8,0,4,1,1,0.72,302.67,0.697,0.74,0.728,0.1045,28,670,698,6.55
13949,2012-08-09,3,1,8,9,0,4,1,1,0.76,304.31,0.7273,0.66,0.72,0.1642,54,299,353,5.869
13950,2012-08-09,3,1,8,10,0,4,1,1,0.8,305.95,0.7576,0.55,0.7,0.2239,72,133,205,5.328
13951,2012-08-09,3,1,8,11,0,4,1,1,0.84,307.59,0.7576,0.44,0.68,0.0,94,166,260,5.565
13952,2012-08-09,3,1,8,12,0,4,1,1,0.84,307.59,0.7576,0.44,0.68,0.1045,85,192,277,5.628
13953,2012-08-09,3,1,8,13,0,4,1,1,0.86,308.41,0.7879,0.41,0.68,0.1045,80,201,281,5.642
13954,2012-08-09,3,1,8,14,0,4,1,1,0.88,309.23,0.7727,0.32,0.656,0.2239,86,161,247,5.513
13955,2012-08-09,3,1,8,15,0,4,1,1,0.88,309.23,0.7727,0.32,0.656,0.2239,63,204,267,5.591
13956,2012-08-09,3,1,8,16,0,4,1,1,0.86,308.41,0.7727,0.39,0.672,0.2537,97,320,417,6.035
13957,2012-08-09,3,1,8,17,0,4,1,1,0.86,308.41,0.7576,0.36,0.66,0.2537,111,699,810,6.698
13958,2012-08-09,3,1,8,18,0,4,1,2,0.82,306.77,0.7576,0.46,0.676,0.2537,78,733,811,6.7
13959,2012-08-09,3,1,8,19,0,4,1,1,0.8,305.95,0.7576,0.55,0.7,0.194,90,533,623,6.436
13960,2012-08-09,3,1,8,20,0,4,1,1,0.7,301.85,0.6515,0.54,0.636,0.2836,91,387,478,6.172
13961,2012-08-09,3,1,8,21,0,4,1,2,0.7,301.85,0.6515,0.58,0.652,0.1642,50,286,336,5.82
13962,2012-08-09,3,1,8,22,0,4,1,2,0.66,300.21,0.6212,0.69,0.672,0.2239,41,218,259,5.561
13963,2012-08-09,3,1,8,23,0,4,1,1,0.66,300.21,0.6212,0.74,0.692,0.0,19,137,156,5.056
13964,2012-08-10,3,1,8,0,0,5,1,1,0.7,301.85,0.6515,0.65,0.68,0.0896,17,68,85,4.454
13965,2012-08-10,3,1,8,1,0,5,1,1,0.7,301.85,0.6515,0.65,0.68,0.1045,6,35,41,3.738
13966,2012-08-10,3,1,8,2,0,5,1,1,0.7,301.85,0.6667,0.74,0.716,0.1642,6,14,20,3.045
13967,2012-08-10,3,1,8,3,0,5,1,2,0.72,302.67,0.697,0.79,0.748,0.194,3,6,9,2.303
13968,2012-08-10,3,1,8,4,0,5,1,3,0.7,301.85,0.6667,0.84,0.756,0.2836,0,7,7,2.079
13969,2012-08-10,3,1,8,5,0,5,1,3,0.7,301.85,0.6667,0.84,0.756,0.2836,4,29,33,3.526
13970,2012-08-10,3,1,8,6,0,5,1,3,0.64,299.39,0.5758,0.89,0.74,0.2985,3,41,44,3.807
13971,2012-08-10,3,1,8,7,0,5,1,3,0.64,299.39,0.5758,0.89,0.74,0.1045,5,128,133,4.898
13972,2012-08-10,3,1,8,8,0,5,1,3,0.62,298.57,0.5455,0.91,0.736,0.1642,7,112,119,4.787
13973,2012-08-10,3,1,8,9,0,5,1,2,0.64,299.39,0.5758,0.89,0.74,0.0,21,199,220,5.398
13974,2012-08-10,3,1,8,10,0,5,1,1,0.66,300.21,0.5909,0.89,0.752,0.1045,27,166,193,5.268
13975,2012-08-10,3,1,8,11,0,5,1,3,0.68,301.03,0.6364,0.79,0.724,0.1343,73,178,251,5.529
13976,2012-08-10,3,1,8,12,0,5,1,2,0.74,303.49,0.697,0.66,0.708,0.3582,75,240,315,5.756
13977,2012-08-10,3,1,8,13,0,5,1,2,0.76,304.31,0.7121,0.58,0.688,0.3582,66,224,290,5.673
13978,2012-08-10,3,1,8,14,0,5,1,1,0.76,304.31,0.7121,0.58,0.688,0.3582,71,236,307,5.73
13979,2012-08-10,3,1,8,15,0,5,1,1,0.8,305.95,0.7424,0.52,0.688,0.4478,100,224,324,5.784
13980,2012-08-10,3,1,8,16,0,5,1,1,0.78,305.13,0.7273,0.55,0.688,0.2985,96,371,467,6.148
13981,2012-08-10,3,1,8,17,0,5,1,1,0.8,305.95,0.7424,0.52,0.688,0.2836,111,619,730,6.594
13982,2012-08-10,3,1,8,18,0,5,1,1,0.76,304.31,0.7121,0.62,0.704,0.2985,88,552,640,6.463
13983,2012-08-10,3,1,8,19,0,5,1,1,0.76,304.31,0.7121,0.62,0.704,0.2836,98,394,492,6.201
13984,2012-08-10,3,1,8,20,0,5,1,1,0.74,303.49,0.697,0.66,0.708,0.2985,55,315,370,5.916
13985,2012-08-10,3,1,8,21,0,5,1,1,0.74,303.49,0.697,0.66,0.708,0.2537,50,236,286,5.659
13986,2012-08-10,3,1,8,22,0,5,1,1,0.72,302.67,0.697,0.74,0.728,0.2836,50,168,218,5.389
13987,2012-08-10,3,1,8,23,0,5,1,1,0.72,302.67,0.6818,0.7,0.712,0.2836,33,159,192,5.263
13988,2012-08-11,3,1,8,0,0,6,0,1,0.7,301.85,0.6515,0.7,0.7,0.2836,38,142,180,5.198
13989,2012-08-11,3,1,8,1,0,6,0,1,0.66,300.21,0.6212,0.74,0.692,0.2239,32,84,116,4.762
13990,2012-08-11,3,1,8,2,0,6,0,3,0.64,299.39,0.5909,0.78,0.696,0.194,19,66,85,4.454
13991,2012-08-11,3,1,8,3,0,6,0,3,0.62,298.57,0.5758,0.83,0.704,0.1642,2,19,21,3.091
13992,2012-08-11,3,1,8,4,0,6,0,1,0.62,298.57,0.5758,0.83,0.704,0.1045,3,7,10,2.398
13993,2012-08-11,3,1,8,5,0,6,0,1,0.62,298.57,0.5606,0.88,0.724,0.1045,2,9,11,2.485
13994,2012-08-11,3,1,8,6,0,6,0,2,0.62,298.57,0.5606,0.88,0.724,0.1045,5,18,23,3.178
13995,2012-08-11,3,1,8,7,0,6,0,1,0.64,299.39,0.5758,0.83,0.716,0.0896,8,54,62,4.143
13996,2012-08-11,3,1,8,8,0,6,0,1,0.66,300.21,0.6061,0.83,0.728,0.1045,30,132,162,5.094
13997,2012-08-11,3,1,8,9,0,6,0,1,0.68,301.03,0.6364,0.79,0.724,0.194,54,217,271,5.606
13998,2012-08-11,3,1,8,10,0,6,0,1,0.72,302.67,0.6818,0.62,0.68,0.0896,125,282,407,6.011
13999,2012-08-11,3,1,8,11,0,6,0,1,0.74,303.49,0.697,0.66,0.708,0.1642,203,296,499,6.215
14000,2012-08-11,3,1,8,12,0,6,0,1,0.76,304.31,0.7121,0.58,0.688,0.2239,214,332,546,6.304
14001,2012-08-11,3,1,8,13,0,6,0,1,0.8,305.95,0.7424,0.49,0.676,0.3582,228,341,569,6.346
14002,2012-08-11,3,1,8,14,0,6,0,1,0.8,305.95,0.7424,0.49,0.676,0.2985,248,290,538,6.29
14003,2012-08-11,3,1,8,15,0,6,0,1,0.8,305.95,0.7273,0.46,0.664,0.2836,246,316,562,6.333
14004,2012-08-11,3,1,8,16,0,6,0,1,0.8,305.95,0.7273,0.46,0.664,0.2985,227,304,531,6.277
14005,2012-08-11,3,1,8,17,0,6,0,3,0.74,303.49,0.697,0.66,0.708,0.3582,220,292,512,6.24
14006,2012-08-11,3,1,8,18,0,6,0,2,0.7,301.85,0.6667,0.74,0.716,0.2985,107,193,300,5.707
14007,2012-08-11,3,1,8,19,0,6,0,2,0.66,300.21,0.5909,0.89,0.752,0.1045,97,178,275,5.62
14008,2012-08-11,3,1,8,20,0,6,0,3,0.66,300.21,0.5909,0.89,0.752,0.4179,31,129,160,5.081
14009,2012-08-11,3,1,8,21,0,6,0,2,0.66,300.21,0.5909,0.89,0.752,0.1642,26,102,128,4.86
14010,2012-08-11,3,1,8,22,0,6,0,2,0.66,300.21,0.5909,0.89,0.752,0.1642,40,128,168,5.13
14011,2012-08-11,3,1,8,23,0,6,0,3,0.66,300.21,0.6061,0.78,0.708,0.1642,42,121,163,5.1
14012,2012-08-12,3,1,8,0,0,0,0,2,0.64,299.39,0.6061,0.73,0.676,0.1343,24,96,120,4.796
14013,2012-08-12,3,1,8,1,0,0,0,1,0.62,298.57,0.5909,0.78,0.684,0.1343,21,92,113,4.736
14014,2012-08-12,3,1,8,2,0,0,0,1,0.64,299.39,0.6061,0.69,0.66,0.1343,19,67,86,4.466
14015,2012-08-12,3,1,8,3,0,0,0,1,0.62,298.57,0.5909,0.73,0.664,0.0896,11,37,48,3.892
14016,2012-08-12,3,1,8,4,0,0,0,1,0.64,299.39,0.6061,0.69,0.66,0.0896,2,8,10,2.398
14017,2012-08-12,3,1,8,5,0,0,0,1,0.64,299.39,0.6212,0.61,0.628,0.194,1,9,10,2.398
14018,2012-08-12,3,1,8,6,0,0,0,1,0.64,299.39,0.6061,0.65,0.644,0.1642,2,14,16,2.833
14019,2012-08-12,3,1,8,7,0,0,0,1,0.64,299.39,0.6061,0.65,0.644,0.1343,9,30,39,3.689
14020,2012-08-12,3,1,8,8,0,0,0,1,0.66,300.21,0.6212,0.54,0.612,0.2239,35,84,119,4.787
14021,2012-08-12,3,1,8,9,0,0,0,1,0.7,301.85,0.6515,0.48,0.612,0.2239,64,153,217,5.384
14022,2012-08-12,3,1,8,10,0,0,0,1,0.7,301.85,0.6515,0.51,0.624,0.1642,88,240,328,5.796
14023,2012-08-12,3,1,8,11,0,0,0,1,0.74,303.49,0.6667,0.42,0.612,0.1642,167,282,449,6.109
14024,2012-08-12,3,1,8,12,0,0,0,1,0.74,303.49,0.6667,0.42,0.612,0.194,163,342,505,6.227
14025,2012-08-12,3,1,8,13,0,0,0,1,0.78,305.13,0.697,0.4,0.628,0.0,178,365,543,6.299
14026,2012-08-12,3,1,8,14,0,0,0,1,0.76,304.31,0.6818,0.4,0.616,0.194,213,366,579,6.363
14027,2012-08-12,3,1,8,15,0,0,0,1,0.76,304.31,0.6818,0.4,0.616,0.1343,235,342,577,6.36
14028,2012-08-12,3,1,8,16,0,0,0,1,0.76,304.31,0.6818,0.4,0.616,0.1045,213,300,513,6.242
14029,2012-08-12,3,1,8,17,0,0,0,1,0.8,305.95,0.697,0.33,0.612,0.0,186,319,505,6.227
14030,2012-08-12,3,1,8,18,0,0,0,1,0.78,305.13,0.6818,0.35,0.608,0.1045,164,327,491,6.198
14031,2012-08-12,3,1,8,19,0,0,0,1,0.74,303.49,0.6515,0.4,0.604,0.1343,148,317,465,6.144
14032,2012-08-12,3,1,8,20,0,0,0,1,0.72,302.67,0.6515,0.45,0.612,0.0,96,204,300,5.707
14033,2012-08-12,3,1,8,21,0,0,0,1,0.72,302.67,0.6667,0.51,0.636,0.0896,78,142,220,5.398
14034,2012-08-12,3,1,8,22,0,0,0,1,0.7,301.85,0.6515,0.58,0.652,0.1343,40,141,181,5.204
14035,2012-08-12,3,1,8,23,0,0,0,1,0.68,301.03,0.6364,0.61,0.652,0.0,25,85,110,4.71
14036,2012-08-13,3,1,8,0,0,1,1,1,0.66,300.21,0.6212,0.65,0.656,0.1045,14,33,47,3.871
14037,2012-08-13,3,1,8,1,0,1,1,1,0.66,300.21,0.6212,0.65,0.656,0.0896,3,11,14,2.708
